,SENSOR,DETECTION_PRECISION,MEAN_PREDICTION_ERROR,STD_PREDICTION_ERROR
0,IRR,0.6372315035799523,52.81551930536336,40.841591402480155
1,FLOW,0.8790771678599841,2.00580364350448,2.0224222584104607
